,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,ageGap,ages,targets
84075,pineijo01,3.2,12,12,9,9,5,1,0,6.34,24,93,58,41,5,12,11,7,2,0,-3,-0.283,0.84,-4.7,2006-08-15,1.0,1978-09-25,8800,1.0
110011,pineijo01,5.0,6,6,4,4,1,2,1,4.46,22,70,48,30,3,15,6,13,7,0,40,-0.076,1.2,-1.5,2008-05-15,1.0,1978-09-25,9352,1.0
87434,politcl01,6.0,6,6,3,3,4,3,1,3.98,27,111,67,38,15,14,5,15,4,0,47,-0.018,0.87,0.4,2000-09-23,1.0,1974-02-27,8385,1.0
112151,ponsosi01,6.2,4,4,2,2,4,5,1,4.23,26,94,54,33,10,11,9,8,2,0,59,0.168,1.19,1.2,2002-08-01,1.0,1976-11-02,8124,1.0
1404,ponsosi01,5.1,10,10,8,8,3,1,3,6.12,29,100,58,44,2,12,12,13,4,0,14,-0.281,0.58,-5.6,2005-08-02,1.0,1976-11-02,9072,1.0
31289,ponsosi01,6.0,6,6,2,2,2,2,2,3.1,25,90,59,42,6,11,9,12,5,0,52,0.081,1.09,1.4,2006-05-02,1.0,1976-11-02,9307,1.0
74880,powelbr01,5.1,5,5,1,1,4,4,0,4.82,25,96,55,34,9,12,6,11,6,0,54,0.119,1.46,1.3,2002-09-07,1.0,1973-10-10,9122,1.0
87978,powelbr01,6.0,7,7,5,4,1,8,2,5.14,27,98,64,36,14,14,8,9,2,0,47,-0.219,0.58,-1.7,2004-06-15,1.0,1973-10-10,9681,1.0
79489,priorma01,7.2,4,4,0,0,2,5,0,4.27,30,109,71,45,8,18,8,15,2,0,74,0.443,1.43,3.6,2004-09-25,1.0,1980-09-07,7589,1.0
26840,priorma01,9.0,6,6,3,3,1,7,3,2.95,33,126,84,51,11,22,5,19,4,0,69,0.303,1.25,1.7,2005-05-22,1.0,1980-09-07,7795,1.0
64474,priorma01,6.0,6,6,3,3,4,10,1,3.73,27,120,73,36,12,25,5,8,0,0,54,-0.067,1.2,0.0,2005-09-21,1.0,1980-09-07,7901,1.0
27034,priorma01,5.2,8,8,5,5,4,9,1,9.0,27,101,59,36,5,18,7,7,1,0,38,-0.273,1.03,-2.2,2006-06-29,1.0,1980-09-07,8144,1.0
27072,priorma01,5.2,5,5,3,2,3,5,1,6.64,26,103,64,42,5,17,8,9,1,0,51,-0.045,1.27,-0.5,2006-08-05,1.0,1980-09-07,8176,1.0
58734,prokolu01,4.0,6,6,5,5,1,3,4,4.55,19,81,48,30,8,10,5,10,3,0,32,-0.269,0.59,-3.1,2001-08-02,1.0,1978-02-23,7396,1.0
43000,prokolu01,6.2,6,6,1,1,1,2,0,5.74,28,89,59,41,6,12,13,11,1,0,59,0.233,1.15,2.1,2002-06-01,1.0,1978-02-23,7658,1.0
104406,pulsibi01,3.1,3,3,4,4,4,3,1,10.8,18,64,36,22,3,11,5,5,2,0,37,-0.218,0.92,-3.5,2000-05-01,1.0,1973-10-09,8381,1.0
64083,queveru01,5.0,10,10,8,8,3,1,1,5.75,27,76,53,36,3,14,10,13,7,0,13,-0.357,0.77,-5.5,2003-06-19,1.0,1979-01-05,7716,1.0
100357,radkebr01,6.0,10,10,5,5,1,3,0,3.9,29,99,67,46,8,13,10,14,9,0,34,-0.202,0.83,-1.9,2001-07-28,1.0,1972-10-27,9072,1.0
68173,radkebr01,9.0,5,5,1,1,3,0,0,5.29,32,106,64,47,6,11,10,19,5,0,70,0.51,0.91,3.9,2002-05-08,1.0,1972-10-27,9318,1.0
54543,radkebr01,2.0,1,1,0,0,0,2,0,5.08,6,19,14,6,2,6,2,2,0,0,56,0.107,0.73,1.2,2002-05-13,1.0,1972-10-27,9322,1.0
8489,ramirho01,9.0,3,3,1,1,2,5,1,2.04,32,94,64,42,3,19,14,11,3,0,80,0.289,0.58,3.7,2004-05-20,1.0,1979-11-24,7727,1.0
47378,ramirho01,5.0,5,5,1,1,1,4,0,4.63,19,69,46,26,4,16,11,3,2,0,56,0.151,1.01,1.4,2005-10-02,1.0,1979-11-24,8159,1.0
92642,ramirho01,6.2,5,5,2,2,3,4,0,4.35,28,98,64,41,4,19,12,9,4,0,57,0.244,1.13,2.3,2006-08-02,1.0,1979-11-24,8422,1.0
101274,ramirho01,6.0,7,7,3,3,1,3,1,6.1,25,98,63,42,5,16,7,14,5,0,48,0.07,0.58,0.2,2007-05-19,1.0,1979-11-24,8672,1.0
50670,rauchjo01,6.0,7,7,3,3,1,4,0,5.52,22,83,57,36,6,15,6,11,3,0,49,-0.023,0.77,0.1,2004-08-07,1.0,1978-09-27,8161,1.0
96677,redditi01,7.0,4,4,1,1,1,5,1,6.0,26,95,67,43,12,12,11,9,2,0,69,0.257,0.94,2.2,2005-05-03,1.0,1978-02-12,8589,1.0
68013,redmama01,5.0,8,8,3,3,3,3,0,4.3,24,86,56,35,5,16,9,9,6,0,39,-0.066,0.85,-0.2,2001-05-15,1.0,1974-01-05,8633,1.0
46919,redmama01,9.0,4,4,2,2,1,11,0,3.31,33,128,88,47,16,25,8,12,2,0,81,0.401,1.07,2.6,2003-04-24,1.0,1974-01-05,9245,1.0
47566,redmama01,3.0,7,7,6,6,1,2,1,10.13,18,62,35,22,4,9,4,10,1,0,22,-0.426,1.09,-4.5,2007-04-24,1.0,1974-01-05,10507,1.0
100635,reedri01,7.0,5,5,1,1,0,1,1,4.1,25,90,63,43,2,18,13,11,1,0,64,0.333,1.11,2.6,2003-05-25,1.0,1964-08-16,12235,1.0
12667,reedri01,8.0,8,8,5,5,1,6,1,4.88,32,108,72,39,8,25,6,19,7,0,51,-0.254,0.74,-0.7,2003-08-07,1.0,1964-08-16,12299,1.0
12823,regilni01,1.1,2,2,4,2,5,1,0,5.51,13,55,28,18,2,8,4,2,1,0,34,-0.309,1.16,-4.4,2004-08-06,1.0,1978-09-04,8180,1.0
38857,reitsch01,5.0,12,12,9,9,2,2,3,6.23,28,96,63,42,5,16,13,11,6,0,7,-0.406,0.57,-6.0,2003-04-29,1.0,1977-12-31,7992,1.0
30108,remlimi01,6.0,4,4,1,1,0,4,0,4.72,22,98,66,42,9,15,6,12,3,0,64,0.238,1.0,2.1,1998-09-15,1.0,1966-03-23,10250,1.0
43798,reyesan01,5.2,9,9,7,7,0,2,1,5.84,27,79,56,37,8,11,12,12,8,0,25,-0.323,0.61,-3.9,2007-05-19,1.0,1981-10-16,8074,1.0
109929,reyesan01,1.0,4,4,4,4,1,2,2,5.63,9,41,22,15,2,5,1,3,2,1,30,-0.333,0.87,-3.9,2007-08-31,1.0,1981-10-16,8164,1.0
108480,reyesde01,4.0,5,5,4,4,2,6,1,4.66,19,67,40,20,7,13,4,7,2,0,40,-0.243,0.54,-2.0,1998-09-05,1.0,1977-04-19,6746,1.0
68546,reyesde01,1.0,6,6,6,4,1,2,0,4.63,13,52,29,19,5,5,4,4,3,0,22,-0.361,0.98,-6.3,2004-07-07,1.0,1977-04-19,8589,1.0
3717,reynoar02,6.0,10,10,6,5,0,2,2,6.91,28,90,55,32,6,17,8,18,8,0,32,-0.31,0.52,-2.6,2001-04-27,1.0,1966-05-01,11041,1.0
3747,reynoar02,3.0,7,7,5,5,1,0,3,6.1,17,65,35,27,1,7,8,7,3,0,24,-0.268,0.83,-3.3,2001-06-04,1.0,1966-05-01,11074,1.0
8076,reynosh01,5.1,8,8,1,1,0,2,0,4.66,22,50,39,27,0,12,13,8,3,0,50,0.118,1.2,1.3,2001-08-08,1.0,1968-03-26,10530,1.0
26365,reynosh01,4.0,5,5,3,3,3,1,1,4.48,18,75,42,22,4,16,5,8,3,0,38,-0.136,1.04,-1.1,2002-06-02,1.0,1968-03-26,10787,1.0
47044,reynosh01,6.0,8,8,4,4,0,3,1,5.74,27,96,68,43,5,20,6,17,7,0,43,-0.186,0.91,-1.0,2003-09-14,1.0,1968-03-26,11193,1.0
8451,reynosh01,7.0,7,7,0,0,3,2,0,5.5,30,109,68,40,5,23,13,12,5,0,62,0.451,1.48,3.7,2003-09-23,1.0,1968-03-26,11200,1.0
117107,rheinjo01,4.1,9,9,2,2,1,1,0,5.06,23,80,51,38,4,9,12,9,5,0,37,-0.026,1.17,-0.2,2006-07-26,1.0,1979-05-29,8570,1.0
53571,rhodear01,5.0,5,5,0,0,1,4,0,0.6,21,91,58,39,7,12,10,6,4,0,60,0.292,1.31,3.0,1996-04-25,1.0,1969-10-24,8363,1.0
30838,riedljo01,2.0,7,7,6,6,4,0,1,6.2,17,66,31,18,3,10,4,8,4,0,14,-0.429,1.15,-5.0,2003-06-06,1.0,1975-08-29,8763,1.0
63737,rigdopa01,4.0,6,6,8,8,6,0,3,4.87,24,95,56,43,3,10,7,11,2,0,12,-0.429,0.91,-6.0,2001-06-02,1.0,1975-11-02,8073,1.0
91799,rigdopa01,4.0,3,3,4,4,4,1,0,5.52,20,74,37,21,1,15,7,8,2,0,37,-0.237,1.27,-1.8,2001-06-26,1.0,1975-11-02,8093,1.0
12726,rileyma01,4.1,9,9,7,7,5,3,2,4.58,25,91,52,30,5,17,9,8,3,0,15,-0.245,0.91,-3.8,2004-04-21,1.0,1979-08-02,7801,1.0
22122,ritchto01,4.2,11,11,5,5,4,2,1,6.12,27,107,67,38,7,22,7,14,7,0,20,-0.243,0.99,-2.5,2002-07-22,1.0,1971-11-07,9689,1.0
73731,riverma01,5.2,7,7,5,4,3,3,0,5.85,26,95,63,41,12,10,6,14,6,0,37,-0.247,1.57,-1.3,1995-08-10,1.0,1969-11-29,8108,1.0
12331,roberwi01,6.0,8,8,8,6,3,5,0,5.21,30,98,63,39,7,17,10,12,5,0,30,-0.388,0.9,-3.7,2001-07-22,1.0,1975-06-19,8233,1.0
6450,rodriri02,5.0,2,2,1,1,1,1,1,2.81,17,68,40,26,4,10,4,11,1,0,59,0.149,0.89,1.4,1991-05-21,1.0,1963-03-01,8906,1.0
35114,rodriri03,6.0,5,5,3,3,0,4,1,5.4,24,84,53,31,9,13,13,6,2,0,54,-0.047,0.82,0.1,2003-06-26,1.0,1978-05-21,7920,1.0
116755,rodriri03,6.1,8,8,0,0,2,2,0,0.76,30,92,66,47,1,18,15,11,4,0,57,0.316,1.38,3.2,2004-07-17,1.0,1978-05-21,8254,1.0
116947,rodriri03,7.0,8,8,6,5,0,3,1,4.95,30,83,60,40,5,15,12,15,3,0,42,-0.247,1.15,-1.4,2005-08-03,1.0,1978-05-21,8584,1.0
51213,rodriwa01,7.0,5,5,1,1,1,7,1,2.33,27,93,61,31,10,20,9,10,2,0,69,0.291,1.01,2.5,2008-04-13,1.0,1979-01-18,9225,1.0
116273,rogerke01,7.0,6,6,3,2,2,4,0,5.84,30,99,60,37,8,15,13,11,6,0,57,0.122,1.27,1.0,2001-07-12,1.0,1964-11-10,11571,1.0
55311,rogerke01,8.0,5,5,1,1,1,3,1,3.63,28,89,61,32,7,22,18,6,1,0,70,0.024,0.05,3.5,2006-09-23,1.0,1964-11-10,13212,1.0
43851,rogerke01,6.1,9,9,6,5,1,4,0,3.77,30,103,70,52,9,9,18,7,2,0,36,-0.251,0.82,-2.1,2007-07-20,1.0,1964-11-10,13471,1.0
92584,rosajo01,3.0,7,7,6,6,2,6,2,8.31,18,72,46,24,11,11,3,7,0,0,25,-0.29,0.85,-4.4,2006-05-30,1.0,1981-04-05,7936,1.0
55418,rosajo01,5.1,6,6,0,0,2,5,0,5.35,26,96,56,35,8,13,10,8,4,0,59,0.184,1.13,2.3,2007-07-26,1.0,1981-04-05,8301,1.0
109242,rueteki01,3.0,9,9,8,8,2,1,3,4.44,20,86,48,32,3,13,8,9,2,0,8,-0.376,0.51,-6.5,2003-07-03,1.0,1970-12-01,10283,1.0
104959,rueteki01,1.2,2,2,1,1,3,0,0,4.46,9,32,12,8,1,3,3,3,0,0,44,-0.08,1.16,-0.8,2003-07-08,1.0,1970-12-01,10287,1.0
105281,rueteki01,4.0,9,9,7,7,4,2,3,5.48,25,97,60,37,3,20,9,10,3,0,14,-0.416,1.02,-5.0,2005-07-04,1.0,1970-12-01,10915,1.0
112110,rupery01,9.0,7,7,4,4,1,7,1,5.06,36,104,74,42,14,18,16,11,4,0,63,-0.101,0.69,0.7,2002-06-12,1.0,1975-03-31,8583,1.0
104780,rupery01,4.0,7,7,7,7,1,4,1,5.54,23,78,47,32,10,5,5,10,5,0,23,-0.347,0.6,-5.1,2002-06-19,1.0,1975-03-31,8589,1.0
31315,ruschgl01,3.2,7,7,5,5,1,5,3,7.29,19,78,47,24,9,14,2,11,5,0,31,-0.264,0.78,-3.0,2006-06-08,1.0,1974-11-07,9967,1.0
27022,ruschgl01,1.2,6,6,4,4,0,2,1,7.8,10,54,34,21,2,11,0,8,2,0,29,-0.274,0.9,-3.3,2006-06-16,1.0,1974-11-07,9974,1.0
83724,saarlki01,5.0,3,3,2,2,5,2,1,2.86,22,88,45,24,9,12,6,9,2,0,50,0.085,1.33,0.8,2004-07-24,1.0,1979-05-23,7943,1.0
16618,saberbr01,5.0,9,9,7,6,0,2,2,5.73,24,82,58,37,5,16,4,17,8,0,25,-0.464,0.84,-3.6,2001-08-02,1.0,1964-04-11,11773,1.0
51133,sampsch01,5.0,8,8,4,4,0,0,0,4.29,24,74,44,28,2,14,15,8,4,0,35,-0.145,0.95,-1.4,2007-07-23,1.0,1978-05-23,9204,1.0
64648,sanchjo01,2.0,8,8,8,8,2,3,0,5.29,17,64,42,24,7,11,6,5,4,0,9,-0.592,1.18,-7.5,2006-09-22,1.0,1982-11-19,7523,1.0
105799,sanchjo01,5.0,7,7,3,3,0,5,0,4.64,20,91,60,38,8,14,9,7,3,0,46,-0.09,1.08,-0.4,2008-08-05,1.0,1982-11-19,8113,1.0
68061,santajo02,5.0,4,4,2,2,1,2,0,4.34,19,78,46,28,5,13,7,9,5,0,52,0.127,0.45,0.8,2001-07-01,1.0,1979-03-13,7038,1.0
16433,santaju01,5.2,5,5,2,2,5,3,1,4.09,27,111,53,34,7,12,6,13,3,0,49,0.09,0.94,1.2,2000-07-17,1.0,1973-01-20,8674,1.0
105426,santovi01,7.0,4,4,2,2,1,3,0,4.5,25,101,61,42,2,17,12,9,3,0,63,0.276,1.13,1.8,2006-06-09,1.0,1976-10-02,9367,1.0
35959,sarfade01,4.0,5,5,7,6,5,4,1,5.16,22,92,49,25,8,16,9,4,0,0,25,-0.313,0.69,-3.9,2008-08-11,1.0,1981-04-09,8627,1.0
4023,schilcu01,6.0,4,4,3,2,4,10,0,5.4,26,102,67,31,18,18,6,5,3,0,60,-0.015,1.06,0.4,2003-04-12,1.0,1966-11-14,11489,1.0
4069,schilcu01,7.0,9,9,3,3,2,11,1,3.36,32,126,86,45,18,23,10,9,1,0,56,0.015,0.96,0.9,2003-05-24,1.0,1966-11-14,11525,1.0
17170,schilcu01,5.0,11,11,5,5,2,10,0,8.44,29,117,84,51,11,22,5,11,5,0,33,0.048,0.85,-2.3,2005-04-18,1.0,1966-11-14,12126,1.0
17542,schilcu01,5.0,9,9,6,5,1,5,1,3.8,25,98,72,47,8,17,13,6,2,0,31,-0.304,1.13,-3.1,2007-06-13,1.0,1966-11-14,12805,1.0
91624,schmija01,5.1,7,7,7,7,4,6,0,5.71,26,109,64,36,13,15,6,10,8,0,28,-0.291,1.0,-2.6,2000-06-03,1.0,1973-01-29,8628,1.0
58783,schmija01,6.0,2,2,3,2,5,6,0,4.03,26,107,57,30,9,18,5,10,4,0,59,-0.056,1.11,-0.1,2001-09-26,1.0,1973-01-29,9043,1.0
105027,schmija01,7.0,7,7,3,3,0,11,1,2.33,28,103,80,50,16,14,6,11,4,0,62,0.062,0.82,0.6,2003-09-17,1.0,1973-01-29,9666,1.0
4362,schmija01,6.2,8,8,6,4,5,4,1,3.76,31,121,74,45,12,17,12,10,5,0,37,-0.01,0.82,-0.8,2005-05-02,1.0,1973-01-29,10178,1.0
59596,schmija01,4.0,7,7,4,3,0,6,1,4.0,20,84,53,27,9,17,6,8,2,0,40,-0.174,0.87,-1.3,2007-04-09,1.0,1973-01-29,10789,1.0
59654,schmija01,4.0,9,9,6,6,2,3,1,6.43,22,72,45,29,7,9,10,7,1,0,21,-0.377,1.0,-3.9,2007-06-10,1.0,1973-01-29,10843,1.0
47116,schoesc01,6.1,10,10,4,4,2,2,1,4.3,28,94,62,43,4,15,12,12,4,0,37,-0.138,0.67,-0.8,2004-06-16,1.0,1973-10-02,9689,1.0
43372,schoesc01,5.1,5,5,3,2,4,5,0,4.89,24,104,63,45,5,13,9,6,5,0,49,-0.014,1.01,0.2,2004-07-29,1.0,1973-10-02,9726,1.0
16482,schoupe01,5.1,2,2,3,3,1,6,1,5.05,21,74,46,24,5,17,7,7,2,0,57,0.092,0.3,1.4,2000-09-05,1.0,1969-05-10,9885,1.0
1189,seleaa01,5.0,9,9,4,4,4,3,1,3.26,25,95,53,28,6,19,3,15,5,0,32,-0.078,1.08,-1.3,2004-06-04,1.0,1970-06-25,10711,1.0
63789,sheetbe01,6.1,8,8,5,5,1,5,0,4.34,29,105,71,49,8,14,17,6,3,0,41,-0.207,1.08,-1.6,2001-07-31,1.0,1978-07-18,7269,1.0
64337,sheetbe01,7.1,5,5,3,2,1,7,1,3.38,28,118,72,46,8,18,8,12,3,0,64,-0.045,0.66,0.5,2005-04-15,1.0,1978-07-18,8439,1.0
50840,sheetbe01,9.0,8,8,2,2,0,8,0,3.44,35,121,86,52,13,21,12,16,4,0,71,0.528,1.65,2.6,2005-08-20,1.0,1978-07-18,8549,1.0
64517,sheetbe01,6.0,6,6,2,2,1,9,0,4.0,24,92,62,33,14,15,8,6,3,0,60,0.127,1.08,1.3,2006-04-26,1.0,1978-07-18,8764,1.0
92780,sheetbe01,6.0,8,8,5,5,1,6,2,3.41,27,101,67,42,9,16,5,15,2,0,41,-0.228,0.71,-1.9,2007-07-05,1.0,1978-07-18,9140,1.0
68619,silvaca01,6.0,9,9,4,4,1,2,2,4.21,27,91,58,38,7,13,11,13,3,0,39,-0.129,0.91,-0.6,2004-10-02,1.0,1979-04-23,8030,1.0
101514,silvaca01,6.0,8,8,5,4,3,3,1,5.93,29,99,61,35,7,19,11,12,7,0,38,-0.302,0.92,-2.3,2008-08-08,1.0,1979-04-23,9244,1.0
63670,silvajo01,7.0,4,4,2,2,2,4,0,5.81,27,114,71,43,7,21,6,15,6,0,63,0.255,1.24,1.8,2000-09-23,1.0,1973-12-19,8445,1.0
123457,simonja01,6.0,8,8,3,3,1,5,3,6.11,27,98,67,39,12,16,9,11,3,0,48,-0.041,1.08,-0.0,2007-07-07,1.0,1973-11-13,10617,1.0
17637,sloweke01,5.2,7,7,4,4,0,3,0,4.73,24,104,68,45,7,16,8,13,3,0,42,-0.118,0.6,-0.8,2007-09-28,1.0,1984-05-04,7384,1.0
78947,smithch07,6.0,6,6,2,2,3,1,0,4.61,27,88,55,34,4,17,7,15,5,1,50,0.065,1.22,1.0,2001-07-18,1.0,1969-10-21,10016,1.0
114935,smithda05,5.1,8,8,4,4,3,1,0,6.75,25,101,54,40,4,10,11,10,4,0,34,-0.234,0.79,-2.1,1992-09-12,1.0,1969-04-20,7383,1.0
91777,smoltjo01,7.0,4,4,2,2,1,4,1,4.91,25,94,64,40,8,16,13,7,3,0,64,0.185,0.64,1.8,2001-06-03,1.0,1967-05-15,10746,1.0
9025,smoltjo01,5.0,5,5,0,0,1,7,0,2.98,21,89,56,29,14,13,5,8,3,0,63,0.215,0.82,2.6,2007-06-27,1.0,1967-05-15,12660,1.0
9121,smoltjo01,7.0,5,5,1,1,0,10,0,0.78,27,105,68,35,12,21,10,7,1,0,73,0.25,0.96,2.5,2008-04-22,1.0,1967-05-15,12919,1.0
23065,snellia01,4.0,9,9,7,7,6,0,1,5.84,26,106,56,36,6,14,6,14,4,0,10,-0.558,1.29,-5.2,2008-06-17,1.0,1981-10-30,8404,1.0
35111,snydeky01,7.1,6,6,1,1,2,5,0,4.33,30,86,55,34,9,12,11,12,2,0,65,0.166,1.07,2.2,2003-06-25,1.0,1977-09-09,8138,1.0
54780,snydeky01,6.0,7,7,5,5,0,1,3,4.75,26,95,70,42,5,23,10,15,3,0,39,-0.264,0.88,-1.5,2003-07-31,1.0,1977-09-09,8169,1.0
100492,soriara01,2.1,5,5,4,4,3,1,1,4.3,15,52,27,15,4,8,1,10,4,0,29,-0.309,1.08,-3.0,2002-06-27,1.0,1979-12-19,7107,1.0
79902,sosajo02,6.0,6,6,1,1,2,5,0,3.79,25,101,62,35,10,17,9,9,2,0,59,0.224,1.39,2.1,2007-06-25,1.0,1978-04-28,9201,1.0
86720,sprinru01,7.0,6,6,1,1,0,2,0,5.48,27,88,61,45,4,12,6,19,6,0,63,0.321,0.99,2.6,1996-08-01,1.0,1968-11-07,8751,1.0
112298,standja01,2.0,8,8,7,7,1,1,2,5.74,15,59,34,25,3,6,3,10,4,0,12,-0.34,0.72,-5.0,2003-07-06,1.0,1978-11-09,7780,1.0
100673,standja01,0.2,1,1,5,5,4,1,0,7.03,7,31,10,5,1,4,2,0,0,0,27,-0.199,1.64,-2.3,2003-07-13,1.0,1978-11-09,7786,1.0
54837,stanfja01,5.0,7,7,0,0,4,2,0,0.0,26,95,61,37,6,18,10,10,2,0,51,0.174,1.54,1.8,2004-04-09,1.0,1977-01-23,8586,1.0
58935,starkde01,7.0,1,1,0,0,3,1,0,3.69,25,93,59,35,4,20,8,13,2,0,73,0.483,1.1,3.2,2002-09-24,1.0,1974-10-27,8807,1.0
105124,starkde01,6.0,9,9,6,3,4,1,1,11.0,31,110,60,39,2,19,12,14,7,0,33,-0.308,0.61,-2.9,2004-07-06,1.0,1974-10-27,9370,1.0
54548,steinbl01,4.0,6,6,3,3,1,4,1,8.41,19,74,51,33,7,11,5,9,3,0,41,-0.082,0.82,-0.6,2002-05-15,1.0,1973-08-03,9082,1.0
108815,stephga01,5.0,9,9,4,4,2,3,1,4.38,26,96,60,35,7,18,9,12,4,0,34,-0.003,1.43,-1.2,2000-09-16,1.0,1972-01-02,9059,1.0
12577,stewajo02,5.0,4,4,2,2,4,1,1,3.68,22,93,50,30,4,16,9,8,0,0,48,0.101,1.19,0.7,2003-04-24,1.0,1978-12-05,7694,1.0
8152,stottto01,6.0,5,5,2,2,1,3,0,5.63,24,84,51,37,8,6,9,11,6,0,56,0.075,0.89,1.0,2002-04-24,1.0,1965-05-20,11653,1.0
63535,stullev01,3.2,1,1,7,7,9,3,0,6.3,21,96,41,22,8,11,3,5,1,0,25,-0.23,1.1,-2.6,2000-04-29,1.0,1971-08-24,9051,1.0
17093,sturtta01,3.0,2,2,2,2,0,2,0,5.12,11,45,24,15,4,5,4,5,1,0,49,-0.019,0.92,-0.2,2004-07-24,1.0,1970-10-12,10660,1.0
116776,sturtta01,5.0,5,5,2,2,1,1,0,5.1,20,89,47,34,2,11,6,11,3,0,49,0.14,1.08,1.0,2004-08-11,1.0,1970-10-12,10676,1.0
4904,suppaje01,5.0,9,9,5,5,2,0,1,4.3,25,76,44,28,2,14,12,11,3,0,27,-0.11,0.93,-2.3,2008-07-01,1.0,1975-01-02,10570,1.0
22285,tallebr01,4.2,5,5,4,4,3,3,1,4.74,22,96,56,37,7,12,6,10,3,0,38,-0.202,1.16,-1.5,2003-07-21,1.0,1977-09-21,8150,1.0
58943,tankede01,2.0,4,4,5,5,5,1,0,8.06,15,57,28,18,3,7,4,5,3,0,24,-0.379,1.12,-4.1,2002-09-28,1.0,1979-02-24,7445,1.0
43861,tatajo01,5.0,5,5,3,3,4,2,0,3.75,22,79,43,25,5,13,4,11,6,0,43,-0.056,0.97,-0.2,2007-08-05,1.0,1981-09-20,8164,1.0
121377,taubety01,5.0,2,2,0,0,2,4,0,3.98,20,79,47,24,11,12,3,10,2,0,65,0.292,0.99,2.8,2006-07-01,1.0,1982-11-17,7453,1.0
46739,tavarju01,5.2,6,6,4,4,2,3,0,10.38,26,87,48,29,6,13,10,10,7,0,42,-0.157,0.88,-1.5,2002-04-11,1.0,1973-05-22,9116,1.0
87912,telemam01,7.0,6,6,2,1,1,8,0,3.53,30,86,56,31,14,11,12,8,3,0,66,0.085,1.02,1.4,2003-09-20,1.0,1974-01-19,9362,1.0
26211,thomabr01,0.2,4,4,4,4,1,0,3,9.45,6,25,11,9,1,1,1,4,1,0,27,-0.303,0.72,-3.6,2001-06-16,1.0,1977-10-22,7463,1.0
109969,thompbr01,6.2,7,7,0,0,2,6,0,0.0,26,91,63,37,8,18,11,6,5,1,64,0.338,0.93,3.2,2008-04-03,1.0,1982-01-31,8258,1.0
39419,thompmi03,6.0,6,6,3,3,3,1,1,4.34,25,82,47,30,4,13,10,11,4,0,46,-0.014,0.85,0.5,2006-07-30,1.0,1980-11-06,8119,1.0
46612,thomsjo01,7.0,4,4,1,1,2,4,1,4.85,26,97,70,53,10,7,7,13,3,0,67,0.197,1.03,2.5,2001-05-19,1.0,1973-10-01,8719,1.0
39181,thomsjo01,4.2,8,8,5,5,3,0,0,3.55,27,99,64,48,4,12,12,11,4,0,25,-0.103,0.68,-2.6,2005-05-10,1.0,1973-10-01,9974,1.0
50944,thomsjo01,5.0,6,6,4,4,2,2,2,4.84,22,80,45,28,4,13,8,10,4,0,39,-0.268,1.13,-1.3,2006-06-08,1.0,1973-10-01,10314,1.0
8855,thomsjo01,3.2,7,7,5,5,3,1,1,5.05,20,71,40,26,1,13,6,10,5,0,25,-0.34,0.97,-3.4,2006-07-04,1.0,1973-10-01,10336,1.0
1702,thomsjo01,7.0,6,6,3,2,0,0,0,2.57,26,81,54,39,0,15,14,12,2,0,55,0.185,0.97,0.9,2007-06-25,1.0,1973-10-01,10644,1.0
72263,thurmmi01,8.0,5,5,1,1,1,3,0,5.68,28,104,65,40,6,19,14,10,4,0,70,0.372,1.02,3.3,2001-05-18,1.0,1973-07-22,8779,1.0
118977,timlimi01,3.2,7,7,3,3,2,2,0,3.71,20,85,54,36,10,8,7,9,6,0,35,-0.151,0.89,-1.4,1991-06-18,1.0,1966-03-10,7975,1.0
118987,timlimi01,5.0,6,6,0,0,3,2,0,3.38,23,75,49,31,4,14,12,6,3,0,54,0.292,1.27,2.6,1991-06-23,1.0,1966-03-10,7979,1.0
26169,tollbbr01,6.1,8,8,3,3,1,6,1,3.9,27,101,67,41,7,19,5,15,9,0,50,0.115,0.42,0.2,2001-05-01,1.0,1972-09-16,9032,1.0
63896,tollbbr01,5.0,8,8,6,6,1,5,3,5.88,25,89,56,25,9,22,8,10,3,0,31,-0.291,0.93,-3.2,2002-05-24,1.0,1972-09-16,9367,1.0
4224,tomkobr01,3.1,9,9,5,5,1,3,0,5.61,19,85,55,34,6,15,4,11,7,0,24,-0.269,0.73,-4.0,2004-06-02,1.0,1973-04-07,9831,1.0
84021,tomkobr01,5.0,9,9,5,5,1,0,1,5.45,25,98,65,43,2,20,8,16,5,0,28,-0.3,1.06,-2.3,2006-06-16,1.0,1973-04-07,10474,1.0
17691,tomkobr01,4.1,7,7,5,5,1,2,2,5.76,19,91,52,30,5,17,7,9,3,0,30,-0.183,1.05,-1.1,2008-05-21,1.0,1973-04-07,11083,1.0
92208,torresa01,5.0,7,7,3,3,2,4,1,4.96,24,86,56,36,8,12,9,9,4,0,43,-0.083,1.21,-0.4,2003-09-19,1.0,1972-03-11,9948,1.0
79090,trachst01,5.1,4,4,3,2,1,5,1,3.53,21,88,59,41,7,11,8,7,3,0,54,0.082,0.5,-1.0,2002-06-25,1.0,1970-10-31,9987,1.0
4740,trachst01,4.0,7,7,5,5,4,3,1,4.55,23,90,51,33,3,15,8,8,3,0,27,-0.209,0.68,-2.8,2007-06-24,1.0,1970-10-31,11564,1.0
